,index,product_id,description,details,name,brand_category,is_work,is_nightout,is_daytonight,is_vacation,is_workout,is_weekend,is_coldweather
2192,4052,01E2KMYTZ5XWDAPFPXC78F9RC3,warning yarn blend featuring fine merino wool soft alpaca lends delightfully fuzzy texture crewneck sweater finish tipped contrast,men store apparel denim skinny unknown name detail dtype object,tipped alpaca merino wool blend crewneck sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2193,4054,01E2M2K05QZZMNS3MEKCEY25MM,versatile chic blouse classic button one luxe stretch silk,kid shoe baby month baby boy unknown name detail dtype object,slim silk blouse,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2194,4056,01E2KZK5K2WWY4SSDJV921QVYF,pleated silk pant taper ankle grazing length deliver look luxuriously casual,jewelry accessory fashion jewelry ring jewelr unknown name detail dtype object,pleated silk crop trouser,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2195,4058,01E2KW8A7QZ7132V05ZCVTN3YS,pleat belt loop belie comfortable pull style flannel pant ready take whatever workday brings,jewelry accessory sunglass reader oversized unknown name detail dtype object,wool blend flannel pull pant,unknown,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2196,4059,01E2M4HA3X21P0ZCB1W1SF7TSQ,give everyday luxury timeless cardigan knit exquisitely cozy blend wool cashmere ribbed stitching,kid boy boy bottom kid old new unknown name detail dtype object,rib wool cashmere cardigan,unknown,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2197,4061,01E2KKH1HKZER3J83H4EAQ2RRE,endlessly wearable sweater minimally chunky stitch join graceful neckline barely oversized fit make luxe yet laid back impression,men store apparel outerwear parka puffer qu unknown name detail dtype object,cashmere boatneck sweater,unknown,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2198,4062,01E2KZGZXFCTY9WFNMXZYQMKNM,raglan sleeve unfussy mock neck subtly structure ribbed sweater knit warming wool luxe cashmere,home hi tech home cleaning garment care unknown name detail dtype object,ribbed mock neck wool cashmere sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2199,4064,01E2M3MM1TV9ESXP1774B6SV3T,laid back attitude come luxe style gently relaxed sweater knit luscious blend cashmere silk yarn,men store accessory belt men store ol unknown name detail dtype object,raglan sleeve cashmere silk sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2200,4065,01E223GQFQFHBZR1106AE2VKJ3,wintry white pant move breezy grace thanks ankle grazing wide legged cut,kid girl girl dress kid girl unknown name detail dtype object,wide leg ankle trouser,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2201,4066,01E2M1NC5JCPD8RNV9G1HX3H46,lustrous luxuriant gracefully draped blouse cut pure silk long sleeved silhouette accented spherical tortoise button,kid baby gear stroller accessory unknown name detail dtype object,wrap front long sleeve silk blouse,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2202,4067,01E2KMN25R3AJQZ1VYXN7SC5QH,curved hem elbow length sleeve enhance laid back yet luxe feel stretch kissed silk blouse,jewelry accessory sunglass reader round oval unknown name detail dtype object,elbow sleeve stretch silk popover top,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2203,4068,01E2KYKEKBF32TVF7R6ZB2HZAR,classic shirtdress relaxes tailoring mood cotton blend midi version sash tied fit flow,kid girl toddler girl dress k unknown name detail dtype object,belted long sleeve cotton blend shirtdress,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2204,4069,01E2M35YY4ZB5TCXGTKDX0P9D6,take chilly day streamlined silhouette wearing casually luxe sweater dress knit warming wool rich cashmere,kid boy toddler boy top kid b unknown name detail dtype object,ribbed wool cashmere long sleeve sweater dress,unknown,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2205,4073,01E2M484WAF2Z4RHK7SDSPFP33,glove fit legging supple leather made slit cuff accommodate favorite kick,jewelry accessory accessory cold weather acce unknown name detail dtype object,leather zip legging,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2206,4074,01E2M1NZFEKH285WN1GV0JEHE9,shirtdress borrows selectively utility trend slightly oversized cut roomy front pocket movement friendly side slit,home hi tech bed bath bedding collection collecti unknown name detail dtype object,oversize belted long sleeve shirtdress,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2207,4075,01E2M3RJPR7BJDK4HFF4VGY4NK,casual look cut go luxe rich bonded lambskin leather cropped pant wear anywhere cred,kid girl accessory kid boy unknown name detail dtype object,split hem crop stretch suede pant,unknown,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2208,4076,01E2M3716R0R5E6R0KD0EM6E65,achieve luxe look feel woolly cashmere touched hoodie ready take comfortably day,men store apparel sweater unknown name detail dtype object,cross front hooded sweater,unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2209,4077,01E2KXXKZWCDGBJ2WNEKK9VHY7,refined yet relaxed messaging drapey fluid pant cut soft silk blend,kid boy toddler boy bottom kid unknown name detail dtype object,silk blend pull pant,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2210,4079,01E2KN92HB0BQCD9QRYRP0HMBJ,ribbed wool upper knit touch stretch sock like fit open toe bootie set sleek slightly angled heel,kid toy kid toy musical instrument unknown name detail dtype object,ezra open toe sock bootie,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2211,4080,01E2KW85HXXZ5J8DY1SHYBBFCH,dropped shoulder billowy sleeve give blouse decidedly laid back feel perfect day office running errand weekend,men store apparel denim straight unknown name detail dtype object,boxy button blouse,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2212,4081,01E2KN856384X23751M5G1GYY9,shrunken silhouette keep cotton blend top form fitting stylish best,men store apparel denim slim men store unknown name detail dtype object,shrunken short sleeve cotton blend tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2213,4086,01E2M3NC85F5YM03PK0YTEKT41,longer length crossed neckline add casual elegance sumptuous sweater knit warming wool soft cashmere yarn,home hi tech hg olddnu kitchen cookware bakewa unknown name detail dtype object,ribbed detail wrap front wool cashmere tunic sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2214,4087,01E2M39F8CPH9PPWR5DZPC3C17,staple tee cut elbow length sleeve softest pima cotton welcome addition essential collection,home hi tech home pillow throw home hi tech new unknown name detail dtype object,pima cotton crewneck tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2215,4088,01E2M3YCBH6RGWBAN06P7FA6N4,utility jacket go beautifully refined casual style fashioned italian twill trio front pocket waist defining belt,kid baby gear stroller accessory unknown name detail dtype object,belted utility jacket,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2216,4089,01E2M3GG2T28V54Y1YK2MHM50K,cut slim silhouette minimalist trouser styled ankle length,men store accessory belt men store ho unknown name detail dtype object,flat front crop trouser,unknown,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2217,4090,01E2M40BZRVKWAYQ4W9KQMJX21,take short situation fancier place tailored pair cut flattering high waisted silhouette,woman clothing dress unknown name detail dtype object,high waist topstitch detail short,unknown,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2218,4091,01E2M3C73JQEAXNMZ1DS4CM84C,staple tee like one easy favorite cut softest cotton around,kid boy toddler boy outerwear k unknown name detail dtype object,essential v neck pima cotton tee,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2219,4092,01E2M3QTA2XR190VEJ44ZK5BCD,essence staple piece frequent wear subtly swingy top made extra soft pima cotton stylish smart,kid girl accessory unknown name detail dtype object,short sleeve pima cotton shirt,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2220,4093,01E2M3FDNT7HYXYYXXRTGH7YKJ,stripe always style relaxed fitting cotton top endlessly wearable way look,kid girl toddler girl pajama k unknown name detail dtype object,pencil stripe dolman sleeve cotton top,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2221,4094,01E2M3GDA37VX66JK2MYGRTPWZ,go mod metropolitan style slip sneaker sporting perforated leather upper bumper sole,home hi tech home furniture rug unknown name detail dtype object,blair slip sneaker,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2222,4095,01E2M40PC3ME5JPR1GQ8WFARRR,contemporary flat styled square toe high topline wide slingback strap chunky tortoiseshell buckle,kid toy kid girl accessory unknown name detail dtype object,cadot slingback flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2223,4096,01E2M4227WRK8AK9D5S7QMBZJR,striped shirt like one easy favorite cut softest cotton around,men store apparel sportscoats blazer unknown name detail dtype object,essential stripe pima cotton shirt,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2224,4097,01E2M3DRAJ339GJQ9HN11NV4MB,duo wide strap allows skin peek make sandal perfect transitioning warmer season,kid girl toddler girl dress k unknown name detail dtype object,hiro slide sandal,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2225,4098,01E2M3VMJ445HQBK3VSJWZS5NB,clean line graceful drape animate warming stretch wool coat cut minimalist silhouette,jewelry accessory sunglass reader square rec unknown name detail dtype object,collarless stretch wool coat,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2226,4100,01E2KXA3966ZBA7XD6QWZSW2HD,essence staple piece frequent wear lustrous tank top made rich liquid silk stylish smart,kid shoe girl unknown name detail dtype object,silk tank top,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2227,4102,01E2KX5B8RSVBDXB324JSYMQ70,panel construction enhances swingy flow modern skirt styled rich yet neutral hue,home hi tech hg olddnu dining entertaining tab unknown name detail dtype object,panel skirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2228,4103,01E2KWWFTXZ853049686D2QA3W,keep cool breezy dress styled flowy pleat sleeveless silhouette,kid girl toddler girl dress k unknown name detail dtype object,scoop neck pleated tank dress,unknown,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2229,4104,01E2KX8Q1EC9649EZRB72VF9R6,crisp cotton shirt play part classic closet staple,jewelry accessory sunglass reader square rec unknown name detail dtype object,long sleeve cotton shirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2230,4105,01E2KX050V755KWZBW44X26G0W,liven workday vibe woolly high waist pant designed flattering front pleat wide cropped leg,kid baby month infant girl top ki unknown name detail dtype object,pleat front crop pant,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2231,4106,01E2KX3Z9CWYPKFPFNC2PXQMZZ,streamlined styling keep focus slingback flat trend savvy square toe supple leather upper,kid baby month infant girl bottom unknown name detail dtype object,cadya square toe slingback flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2232,4108,01E2KWX849Q7GWYGDYN85FV465,every closet craves luxe cashmere pullover designed classic crewneck soft ribbed trim,men store apparel sweatshirt hoodies q unknown name detail dtype object,crewneck cashmere sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2233,4109,01E2KZ5F0NK56KRC9ESPXRE6H5,season transitioning jacket made supple lambskin leather feature ribbed panel side added comfort flexibility,men store accessory hat visor hat unknown name detail dtype object,rib panel leather jacket,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2234,4110,01E2KYTMFJAPFXAMAJX15541M5,wide folded strap cross top modern slingback sandal wrapped jute rope along platform beach ready look,kid baby month infant girl dress unknown name detail dtype object,essen espadrille sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2235,4111,01E2KZDM14BQPG6FZYFMYBZKV4,vince elevates everyday essential raglan sleeve cardigan longer length cozy luxe cashmere knit,jewelry accessory sunglass reader oversized unknown name detail dtype object,cashmere cardigan,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2236,4113,01E2M0WYEBZCW3HCN8KEFXP958,j crew classic safari inspired silhouette designed popping outfit updated bright floral print italy ratti print house,saks beauty place color eye liner unknown name detail dtype object,classic ratti bahama floral print popover shirt,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2237,4115,01E2M3TQF3D56VV8NXH8KT7F9W,brand classic safari inspired shirt first issued get refreshed new palette perfectly imperfect garment dyed color,kid girl accessory kid boy unknown name detail dtype object,popover shirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2238,4116,01E2KMYC9XCGET0QNV5R7G5W1F,unknowntoken,kid girl accessory kid desi unknown name detail dtype object,going place cotton dress,unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,4117,01E2M18VH88PYCZ2ARNFH7YTDP,modern take holiday party style gold pleated midi skirt look extra great dance floor,jewelry accessory sunglass reader square rec unknown name detail dtype object,pleated chiffon lam midi skirt,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2240,4118,01E2KMQGXTT4YYWHXXRKJ6C7V4,feminine spin j crew signature slim perfect shirt one cast margaret annie print liberty london,men store apparel sweater unknown name detail dtype object,perfect liberty margaret annie floral print shirt,unknown,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2241,4119,01E2KZK8TBHR7TED1VSTCH2YC6,classic rugby stripe midi length easy sweater dress like call second outfit one step set,home hi tech home vasesbowls unknown name detail dtype object,stripe short sleeve imagined wool sweater dress,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2242,4120,01E2KYZNEEP6KC1D21N9K52YD5,magical mixture wool alpaca stretch make sweater super soft hence name,kid girl toddler girl bottom k unknown name detail dtype object,supersoft ruffle front turtleneck,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2243,4121,01E2KK9PS7SN4SXBWRHSFWBD1H,feminine spin slim shirt feature eye catching bloom famous liberty london british print house known mood lifting florals,jewelry accessory accessory cold weather acce unknown name detail dtype object,liberty june meadow perfect shirt,unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,4122,01E2M2HF3RFW9NSQ66WSXDWPMF,high rise slim straight leg stretchy flattering fabric pant likely live season long,men store apparel outerwear parka puffer qu unknown name detail dtype object,straight leg cargo pant,unknown,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2245,4123,01E2M3TW1Y7Z7BDE0C71V880DR,pair anything midi skirt feature floaty silhouette extra special pleated waistband,jewelry accessory sunglass reader square rec unknown name detail dtype object,pleated midi skirt,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2246,4124,01E5ZV3DDVNE572JN1K1Q64DVH,magic wear anywhere blouse fine print,home hi tech home pillow throw unknown name detail dtype object,floral eyelet ruffled long sleeve shirt,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2247,4126,01E5ZWZ94RK4KM5PT72S47KK0C,need polished work weekend top shell crisp button detail slightly dropped back hem easy choice,jewelry accessory watch men store unknown name detail dtype object,button detail cotton poplin top,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2248,4127,01E5ZVRGDVCK79M5N5FP674TVV,j crew favorite pant silhouette back favorite print season scattered daisy,men store apparel dress shirt unknown name detail dtype object,remi scattered daisy print pant,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2249,4132,01E2KKSDZVMA8QWP42VQ225PRC,see put jean short bum enhancing superpower waist whittling high rise,men store apparel dress shirt unknown name detail dtype object,high waist eco denim short,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2250,4161,01E2M4A4GZJECCPND2B67HA49Q,knit yarn blended warm lambswool sweater everything want cozy polished perfect holiday season give get,men store apparel sweater unknown name detail dtype object,ruffle neck sweater,unknown,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2251,4162,01E2KZ74TXCJZJ7JH511DQSP67,ultra pretty lace classic pencil silhouette skirt make feel like chicest person room,jewelry accessory sunglass reader square rec unknown name detail dtype object,chantilly lace pencil skirt,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2252,4163,01E2M1P97KH1QK8F79PP4ZPHM3,classic sheath dress feature gingham print j,men store accessory bag leather good wall unknown name detail dtype object,gingham tweed sheath dress,unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,4164,01E2KYYSEB56MXQWRWT25RHZZ3,ultimate month year seven day week pant tailored j crew soon famous four season stretch fabric,kid shoe girl giftsjsholiday holiday unknown name detail dtype object,cameron four season crop pant,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2254,4166,01E2KMV0PY4HJ37ERGG3QF11NZ,brushed yarn fuzzier stretchier mohair without itchiness making oversized sweater great pick brighten middle winter,men store apparel pant dress unknown name detail dtype object,stripe crewneck sweater,unknown,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2255,4167,01E2M0M39Y3HFN58AHEK6B94YG,classic come piece work layering pairing anything belongs every style icon closet,men store apparel activewear men store unknown name detail dtype object,jackie cotton blend shell,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2256,4169,01E2M100C18TC43SEX448HCGAZ,fit designed define waist accommodate hourglass shape high waisted jean made brand never see white denim,jewelry accessory accessory cold weather acce unknown name detail dtype object,curvy demi bootcut jean,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2257,4170,01E2M39XZ7JKEDP7AG4N0DK2N7,unknowntoken,men store apparel dress shirt men store unknown name detail dtype object,puff sleeve ponte top,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2258,4172,01E2KXR969BPZSX3C6XJKC55K8,double knit construction mean supercute leopard pattern knit right cotton wool blend sweater,men store apparel outerwear leather shearling unknown name detail dtype object,leopard boyfriend crewneck sweater,unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2259,4173,01E2M0096K5ZJ8W078GVK18YRW,new favorite layer spring blazer feature cool fit stretch linen blend easy move,jewelry accessory accessory hat q unknown name detail dtype object,parke stretch linen blend blazer,unknown,1.0,0.0,0.0,0.0,0.0,0.0,1.0
