,index,product_id,description,details,name,brand_category,attribute_name,attribute_value
115924,3890,01E2KY6F9DQ4ZDZVDNCYX0R9HX,stretch kissed italian cotton linen blend lightens double breasted blazer impeccably tailored gently oversized fit,unknown,double breasted cotton linen blend blazer,unknown,category,blazerscoatsjackets
115935,3891,01E2KZ28HY8RWHEC3A64P65RH9,gently draped jacket supple suede show relaxed fashion create elegantly modern layering option,unknown,suede tie waist jacket,unknown,category,blazerscoatsjackets
115976,3894,01E2M12R4KZCHQ58VPZKMZ38BQ,luxe yarn wool cashmere elevate relaxed fitting cardi tied neatly waist slender string,unknown,wool cashmere cardigan,unknown,category,sweater
115977,3894,01E2M12R4KZCHQ58VPZKMZ38BQ,luxe yarn wool cashmere elevate relaxed fitting cardi tied neatly waist slender string,unknown,wool cashmere cardigan,unknown,category,sweater
115988,3895,01E2M12KXJ9WJNDXQYJF4QGJ4C,luxe topper roomy hood cut wool cashmere blend keep warm endlessly stylish way,unknown,hooded tie waist wool cashmere coat,unknown,category,blazerscoatsjackets
116019,3896,01E2M124G12HT1AWCYF3Z1QHMM,blunted toe elongated topline distinguish half orsay profile pump styled minimalist detailing maximum versatility across wardrobe,unknown,barolo half orsay wedge pump,unknown,category,shoe
116020,3896,01E2M124G12HT1AWCYF3Z1QHMM,blunted toe elongated topline distinguish half orsay profile pump styled minimalist detailing maximum versatility across wardrobe,unknown,barolo half orsay wedge pump,unknown,category,shoe
116073,3897,01E2M11HBAKERPSQN9FE6KKZWD,sophisticated flat squared toe sleek profile get textural richness croc embossed leather heel panel trim fine palma leather,unknown,branine flat,unknown,category,shoe
116074,3897,01E2M11HBAKERPSQN9FE6KKZWD,sophisticated flat squared toe sleek profile get textural richness croc embossed leather heel panel trim fine palma leather,unknown,branine flat,unknown,category,shoe
116075,3897,01E2M11HBAKERPSQN9FE6KKZWD,sophisticated flat squared toe sleek profile get textural richness croc embossed leather heel panel trim fine palma leather,unknown,branine flat,unknown,category,shoe
116076,3897,01E2M11HBAKERPSQN9FE6KKZWD,sophisticated flat squared toe sleek profile get textural richness croc embossed leather heel panel trim fine palma leather,unknown,branine flat,unknown,category,shoe
116077,3897,01E2M11HBAKERPSQN9FE6KKZWD,sophisticated flat squared toe sleek profile get textural richness croc embossed leather heel panel trim fine palma leather,unknown,branine flat,unknown,category,shoe
116078,3897,01E2M11HBAKERPSQN9FE6KKZWD,sophisticated flat squared toe sleek profile get textural richness croc embossed leather heel panel trim fine palma leather,unknown,branine flat,unknown,category,shoe
116079,3897,01E2M11HBAKERPSQN9FE6KKZWD,sophisticated flat squared toe sleek profile get textural richness croc embossed leather heel panel trim fine palma leather,unknown,branine flat,unknown,category,shoe
116149,3898,01E2KWRNVQXP4ZKMSJ1CZ6XAHA,notched vamp run seam pointy toe distinguish flat styled minimalist detailing maximum versatility across wardrobe,unknown,porto flat,unknown,category,shoe
116150,3898,01E2KWRNVQXP4ZKMSJ1CZ6XAHA,notched vamp run seam pointy toe distinguish flat styled minimalist detailing maximum versatility across wardrobe,unknown,porto flat,unknown,category,shoe
116151,3898,01E2KWRNVQXP4ZKMSJ1CZ6XAHA,notched vamp run seam pointy toe distinguish flat styled minimalist detailing maximum versatility across wardrobe,unknown,porto flat,unknown,category,shoe
116180,3899,01E60727P9HBPKY71DTKCD1TKS,well tailored style join comfort driven detail ankle skimming pant cut pleated front inset side stripe elastic back waist,unknown,side stripe pull trouser,unknown,category,bottom
116201,3900,01E606XT0N94W9MMSQN9K88DSK,stretch kissed blend italian yarn elevates staple sweater done versatile longer length finished side slit easy movement,unknown,textured ribbed cotton blend sweater,unknown,category,sweater
116202,3900,01E606XT0N94W9MMSQN9K88DSK,stretch kissed blend italian yarn elevates staple sweater done versatile longer length finished side slit easy movement,unknown,textured ribbed cotton blend sweater,unknown,category,sweater
116227,3901,01E606P5NW21AA5JX9W31CQBDM,made supremely soft pure pima cotton cut right relaxed fit wonder wear everywhere crewneck called essential,unknown,essential long sleeve pima cotton tee,unknown,category,top
116228,3901,01E606P5NW21AA5JX9W31CQBDM,made supremely soft pure pima cotton cut right relaxed fit wonder wear everywhere crewneck called essential,unknown,essential long sleeve pima cotton tee,unknown,category,top
116262,3905,01E2M2CJVWQT15Y0VFZPQZJRDN,crisp cotton linen blazer take relaxed approach boxy fit unstructured blazer fastens single button,unknown,cotton linen blend jacket,unknown,category,blazerscoatsjackets
116279,3906,01E2M2CDV1FK7VKCMVPG1EKSBB,essence staple piece frequent wear classic striped sweater knit luxe cashmere stylish smart,unknown,stripe ballet neck cashmere sweater,unknown,category,sweater
116291,3907,01E2M2M2RFENP97VFZ3SXKV7C2,staple top one reach make absolute sense choose option made softest cotton find,unknown,essential pima cotton crewneck tee,unknown,category,top
116292,3907,01E2M2M2RFENP97VFZ3SXKV7C2,staple top one reach make absolute sense choose option made softest cotton find,unknown,essential pima cotton crewneck tee,unknown,category,top
116335,3908,01E2M2SQ0BYTY354G671SZJJ20,versatile staple reach time easy mock neck perfect layering right amount stretch,unknown,mock neck top,unknown,category,top
116336,3908,01E2M2SQ0BYTY354G671SZJJ20,versatile staple reach time easy mock neck perfect layering right amount stretch,unknown,mock neck top,unknown,category,top
116379,3909,01E2M2CWJAEVMVAE4138FWH17F,square neckline finely ribbed texture embolden tank knit solid color easy versatility effortless layering,unknown,square neck sweater tank,unknown,category,top
116380,3909,01E2M2CWJAEVMVAE4138FWH17F,square neckline finely ribbed texture embolden tank knit solid color easy versatility effortless layering,unknown,square neck sweater tank,unknown,category,top
116409,3910,01E2M2NQX5R4XMSJEXAD9WXBV4,gently rumpled satin lends liquid loveliness slinky skirt form fitting flared,unknown,slip skirt,unknown,category,bottom
116410,3910,01E2M2NQX5R4XMSJEXAD9WXBV4,gently rumpled satin lends liquid loveliness slinky skirt form fitting flared,unknown,slip skirt,unknown,category,bottom
116434,3911,01E2M2DN1VCZ0H0C990MW5KX6Y,rich textural mix suede leather hardy platform sole distinguish classic low top sneaker,unknown,janna low top sneaker,unknown,category,shoe
116435,3911,01E2M2DN1VCZ0H0C990MW5KX6Y,rich textural mix suede leather hardy platform sole distinguish classic low top sneaker,unknown,janna low top sneaker,unknown,category,shoe
116436,3911,01E2M2DN1VCZ0H0C990MW5KX6Y,rich textural mix suede leather hardy platform sole distinguish classic low top sneaker,unknown,janna low top sneaker,unknown,category,shoe
116464,3912,01E2M0303FMMW6EVNSXWK8N3PQ,indispensable wardrobe builder slim tee elevated scooped neckline stretch modal fabrication,unknown,deep scoop neck tee,unknown,category,top
116480,3913,01E2M04C50MCDAS510QJEWK19Q,clean line work together graceful draping tie fronted skirt show impeccable style,unknown,tie front asymmetrical hem skirt,unknown,category,bottom
116481,3913,01E2M04C50MCDAS510QJEWK19Q,clean line work together graceful draping tie fronted skirt show impeccable style,unknown,tie front asymmetrical hem skirt,unknown,category,bottom
116508,3914,01E2M0JJ3KBR6DFVSQCTN047M6,delightfully dappled impressionist blossom airy pleated culotte made italian fabric lovely way change look,unknown,micro painted floral print culotte,unknown,category,bottom
116539,3915,01E2M0K16D11TYQRW06A7A2BRB,trench closet elevated staple softly structured italian linen blend deep side slit playing effortless look feel,unknown,side slit trench coat,unknown,category,blazerscoatsjackets
116548,3916,01E2M01F2MC8WJP444Q3197A66,hit slope street lofty puffer weather beating feature like ribbed storm cuff drawcord hem help keep element,unknown,hooded puffer jacket,unknown,category,blazerscoatsjackets
116569,3917,01E2M046YXSDFK70J12K4KYSQF,fluttering blossom cut touchable crinkled silk beauty blouse add graceful charm outfit day,unknown,floral micropleat long sleeve silk shirt,unknown,category,top
116583,3918,01E2M05R6AF6TH9E7E0CYP76FN,furry high pile fleece add irresistible softness cozy jacket never want take,unknown,teddy jacket,unknown,category,blazerscoatsjackets
116607,3919,01E2M01XYZAMT2XM1KQ1CASYK2,split neckline update boxy pullover made soft warm optimal blend wool cashmere,unknown,split neck wool cashmere sweater,unknown,category,sweater
116622,3920,01E2M0CKS3AX3NF1WGZM1EP6QJ,endless appeal pure cashmere sweater beautifully enhanced slouchy turtleneck longer length,unknown,side slit cashmere turtleneck sweater,unknown,category,sweater
116623,3920,01E2M0CKS3AX3NF1WGZM1EP6QJ,endless appeal pure cashmere sweater beautifully enhanced slouchy turtleneck longer length,unknown,side slit cashmere turtleneck sweater,unknown,category,sweater
116660,3921,01E2M04GYPFE9T7JBSDWY2454W,sharp pintuck detail front season spanning pant gently flared cut ideal length showcase whatever footwear choose,unknown,pintuck stove pipe cotton blend trouser,unknown,category,bottom
116683,3922,01E2M34447KDAA41R4YQZSC67F,layered platform cork jute put summery finish thong sandal secured stretchy strap around ankle,unknown,flint espadrille thong sandal,unknown,category,shoe
116684,3922,01E2M34447KDAA41R4YQZSC67F,layered platform cork jute put summery finish thong sandal secured stretchy strap around ankle,unknown,flint espadrille thong sandal,unknown,category,shoe
116709,3924,01E2KMWHKJ3AVB8CRFEMJ9W1ZR,bias cut satin skirt season versatile staple lustrous version ready pop lot look fun fancy,unknown,satin slip skirt,unknown,category,bottom
116745,3925,01E2KMAH730W0FT4NVQ2FF4WVF,essence staple piece frequent wear slim fitting stretch silk shirt timelessly stylish smart choice,unknown,slim fit stretch silk shirt,unknown,category,top
116746,3925,01E2KMAH730W0FT4NVQ2FF4WVF,essence staple piece frequent wear slim fitting stretch silk shirt timelessly stylish smart choice,unknown,slim fit stretch silk shirt,unknown,category,top
116775,3926,01E2KMSYX7RC33K5944NX85BD8,classic blazer get slightly softened work well office duty,unknown,single button blazer,unknown,category,blazerscoatsjackets
116776,3926,01E2KMSYX7RC33K5944NX85BD8,classic blazer get slightly softened work well office duty,unknown,single button blazer,unknown,category,blazerscoatsjackets
116794,3927,01E2KN0ZD3Q362K9R50K6586VZ,feel ease heathered cotton blend pullover styled sporty raglan sleeve,unknown,raglan sleeve pullover,unknown,category,sweatshirthoodie
116876,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,unknown,saxon slip sneaker,unknown,category,shoe
116877,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,unknown,saxon slip sneaker,unknown,category,shoe
116878,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,unknown,saxon slip sneaker,unknown,category,shoe
116879,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,unknown,saxon slip sneaker,unknown,category,shoe
116880,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,unknown,saxon slip sneaker,unknown,category,shoe
116881,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,unknown,saxon slip sneaker,unknown,category,shoe
116882,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,unknown,saxon slip sneaker,unknown,category,shoe
116922,3929,01E2KMQ73BBTAW0CGQ2E6WSV5J,buttery butter colored leather level luxe modern wrap skirt fastened color matched belt,unknown,belted leather wrap skirt,unknown,category,bottom
116953,3930,01E2KMVAQY8Z85KXNVK9YVYBD1,slim ribbing graceful neckline bring refined appeal soft cotton staple sweater,unknown,ribbed boat neck cotton sweater,unknown,category,sweater
116954,3930,01E2KMVAQY8Z85KXNVK9YVYBD1,slim ribbing graceful neckline bring refined appeal soft cotton staple sweater,unknown,ribbed boat neck cotton sweater,unknown,category,sweater
116978,3931,01E2KN4FRSGZFQDHWGN6X1G8A0,italian knit add sheen streamlined sweater perfect layering simply shining,unknown,metallic ribbed mock neck sweater,unknown,category,sweater
117029,3932,01E2KMVMH4TFYKKX05YX374BY6,rounded strap buttery soft sheepskin secure minimalist sandal ready fun sun,unknown,hazen flat sandal,unknown,category,shoe
117030,3932,01E2KMVMH4TFYKKX05YX374BY6,rounded strap buttery soft sheepskin secure minimalist sandal ready fun sun,unknown,hazen flat sandal,unknown,category,shoe
117031,3932,01E2KMVMH4TFYKKX05YX374BY6,rounded strap buttery soft sheepskin secure minimalist sandal ready fun sun,unknown,hazen flat sandal,unknown,category,shoe
117032,3932,01E2KMVMH4TFYKKX05YX374BY6,rounded strap buttery soft sheepskin secure minimalist sandal ready fun sun,unknown,hazen flat sandal,unknown,category,shoe
117055,3933,01E2KN02JZYCNVBTYW8NM67SVH,elevated staple ideal warmer month pleated leg culotte crisp italian crepe combine tailored polish flowy ease,unknown,pleat front culotte,unknown,category,bottom
117056,3933,01E2KN02JZYCNVBTYW8NM67SVH,elevated staple ideal warmer month pleated leg culotte crisp italian crepe combine tailored polish flowy ease,unknown,pleat front culotte,unknown,category,bottom
117093,3935,01E2KMK2RX985F4CR30P76GRE3,put swish sway style agenda lustrous silk skirt designed ruffle rendered neutral hue,unknown,shirred ruffle panel silk skirt,unknown,category,bottom
117124,3936,01E2KMG14HZG2C1HA3WR8SFPNX,sleek comfortable flattering legging made plenty stretch kicky ankle baring hem,unknown,crop legging,unknown,category,bottom
117125,3936,01E2KMG14HZG2C1HA3WR8SFPNX,sleek comfortable flattering legging made plenty stretch kicky ankle baring hem,unknown,crop legging,unknown,category,bottom
117148,3937,01E602MKQR83Y819RPMJ9K7X36,gently oversized silhouette open knit relaxes classic cable sweater done luxe yarn blend feature merino wool cashmere,unknown,open cable knit wool cashmere blend sweater,unknown,category,sweater
117149,3937,01E602MKQR83Y819RPMJ9K7X36,gently oversized silhouette open knit relaxes classic cable sweater done luxe yarn blend feature merino wool cashmere,unknown,open cable knit wool cashmere blend sweater,unknown,category,sweater
117178,3938,01E5ZYHMTKC1VWNNZ4N3GJN7QG,essence staple piece frequent wear classic v neck top made extra soft pima cotton stylish smart,unknown,pima cotton v neck top,unknown,category,top
117179,3938,01E5ZYHMTKC1VWNNZ4N3GJN7QG,essence staple piece frequent wear classic v neck top made extra soft pima cotton stylish smart,unknown,pima cotton v neck top,unknown,category,top
